Date,Open,High,Low,Close,Adj Close,Volume
2020-09-16,311500.000000,312000.000000,306000.000000,307000.000000,306560.781250,696219
2020-09-17,302500.000000,304000.000000,299000.000000,300500.000000,300070.093750,823516
2020-09-18,299500.000000,302000.000000,296000.000000,298000.000000,297573.687500,750488
2020-09-21,297000.000000,301500.000000,292000.000000,292000.000000,291582.250000,656024
2020-09-22,290500.000000,295000.000000,282000.000000,284500.000000,284093.000000,864846
2020-09-23,290000.000000,298000.000000,285500.000000,296500.000000,296075.812500,984136
2020-09-24,291500.000000,295500.000000,287000.000000,294000.000000,293579.406250,848971
2020-09-25,296000.000000,297500.000000,289500.000000,295000.000000,294577.968750,648182
2020-09-28,297000.000000,302000.000000,296000.000000,298500.000000,298072.968750,724465
2020-09-29,303000.000000,303000.000000,294000.000000,296500.000000,296075.812500,765489
2020-10-05,297500.000000,299000.000000,289500.000000,298500.000000,298072.968750,906516
2020-10-06,299500.000000,307500.000000,296500.000000,305000.000000,304563.656250,868540
2020-10-07,302000.000000,305000.000000,299500.000000,305000.000000,304563.656250,534644
2020-10-08,307500.000000,307500.000000,300000.000000,301000.000000,300569.375000,756735
2020-10-12,303000.000000,303000.000000,291500.000000,292000.000000,291582.250000,914860
2020-10-13,292000.000000,298000.000000,292000.000000,295000.000000,294577.968750,636487
2020-10-14,295000.000000,301000.000000,293000.000000,298500.000000,298072.968750,759464
2020-10-15,300500.000000,300500.000000,291000.000000,292500.000000,292081.531250,624097
2020-10-16,292500.000000,297500.000000,291500.000000,293500.000000,293080.125000,446832
2020-10-19,293500.000000,296500.000000,286000.000000,286000.000000,285590.843750,434420
2020-10-20,286500.000000,291000.000000,281000.000000,290000.000000,289585.125000,535870
2020-10-21,292500.000000,301000.000000,291000.000000,297500.000000,297074.375000,640501
2020-10-22,295000.000000,296000.000000,292000.000000,293000.000000,292580.812500,416425
2020-10-23,295500.000000,295500.000000,286000.000000,286500.000000,286090.125000,451654
2020-10-26,286500.000000,289000.000000,281500.000000,281500.000000,281097.281250,349163
2020-10-27,281500.000000,288500.000000,280500.000000,283500.000000,283094.406250,2071432
2020-10-28,282000.000000,298500.000000,281500.000000,298500.000000,298072.968750,698195
2020-10-29,297000.000000,301000.000000,294500.000000,298500.000000,298072.968750,785050
2020-10-30,299000.000000,300000.000000,290000.000000,290000.000000,289585.125000,939833
2020-11-02,292000.000000,293000.000000,285500.000000,285500.000000,285091.562500,503831
2020-11-03,284000.000000,287000.000000,280000.000000,283000.000000,282595.125000,1066923
2020-11-04,282500.000000,300500.000000,282000.000000,298500.000000,298072.968750,1623712
2020-11-05,295000.000000,302000.000000,291500.000000,299000.000000,298572.250000,1082388
2020-11-06,303000.000000,307000.000000,299000.000000,301000.000000,300569.375000,968971
2020-11-09,304000.000000,304500.000000,298000.000000,298000.000000,297573.687500,678531
2020-11-10,287000.000000,288000.000000,282000.000000,283000.000000,282595.125000,1728995
2020-11-11,281000.000000,283000.000000,277500.000000,280000.000000,279599.437500,1183499
2020-11-12,283000.000000,285500.000000,279000.000000,279000.000000,278600.843750,1016673
2020-11-13,277500.000000,282000.000000,277500.000000,281000.000000,280598.000000,710865
2020-11-16,282500.000000,283000.000000,277500.000000,278000.000000,277602.281250,887878
2020-11-17,277500.000000,278000.000000,273500.000000,275000.000000,274606.562500,816320
2020-11-18,274500.000000,283500.000000,274000.000000,281000.000000,280598.000000,912899
2020-11-19,282500.000000,284000.000000,279500.000000,280500.000000,280098.718750,520114
2020-11-20,281500.000000,283500.000000,278500.000000,281000.000000,280598.000000,439077
2020-11-23,282000.000000,282500.000000,278500.000000,281500.000000,281097.281250,565213
2020-11-24,281500.000000,287000.000000,280000.000000,282500.000000,282095.843750,809745
2020-11-25,287000.000000,287000.000000,278500.000000,278500.000000,278101.562500,909937
2020-11-26,280000.000000,285500.000000,280000.000000,285500.000000,285091.562500,797094
2020-11-27,287000.000000,287500.000000,283000.000000,284500.000000,284093.000000,417510
2020-11-30,286000.000000,286500.000000,277500.000000,277500.000000,277103.000000,1176272
2020-12-01,282000.000000,286000.000000,280000.000000,285500.000000,285091.562500,709278
2020-12-02,287000.000000,287000.000000,282000.000000,283500.000000,283094.406250,601596
2020-12-03,285000.000000,287000.000000,283500.000000,287000.000000,286589.406250,740985
2020-12-04,287500.000000,295500.000000,284500.000000,294000.000000,293579.406250,1174932
2020-12-07,300000.000000,300500.000000,288000.000000,289500.000000,289085.843750,821860
2020-12-08,291500.000000,291500.000000,285000.000000,285000.000000,284592.281250,566981
2020-12-09,285500.000000,289000.000000,285000.000000,288000.000000,287587.968750,533304
2020-12-10,288000.000000,290000.000000,284500.000000,286000.000000,285590.843750,959427
2020-12-11,288000.000000,291500.000000,287500.000000,290000.000000,289585.125000,503588
2020-12-14,292500.000000,294000.000000,286000.000000,286000.000000,285590.843750,555272
2020-12-15,286500.000000,287500.000000,282500.000000,283000.000000,282595.125000,491995
2020-12-16,286500.000000,287000.000000,283000.000000,285500.000000,285091.562500,381896
2020-12-17,286000.000000,287000.000000,282000.000000,285000.000000,284592.281250,522344
2020-12-18,284000.000000,285500.000000,282000.000000,282500.000000,282095.843750,487305
2020-12-21,284000.000000,285500.000000,280000.000000,284000.000000,283593.687500,473545
2020-12-22,285000.000000,293500.000000,284000.000000,284000.000000,283593.687500,750095
2020-12-23,288500.000000,289000.000000,283000.000000,284000.000000,283593.687500,508019
2020-12-24,284500.000000,284500.000000,280000.000000,282000.000000,281596.562500,453095
2020-12-28,282000.000000,282500.000000,280000.000000,281000.000000,280598.000000,537848
2020-12-29,281500.000000,285000.000000,280500.000000,283000.000000,283000.000000,506090
2020-12-30,285000.000000,293000.000000,284000.000000,292500.000000,292500.000000,1190327
2021-01-04,291500.000000,294000.000000,285500.000000,293000.000000,293000.000000,947178
2021-01-05,291500.000000,292500.000000,286500.000000,292500.000000,292500.000000,912657
2021-01-06,292500.000000,300500.000000,289500.000000,290000.000000,290000.000000,1375856
2021-01-07,288500.000000,292000.000000,286500.000000,289500.000000,289500.000000,1155734
2021-01-08,293500.000000,312000.000000,290000.000000,312000.000000,312000.000000,3175396
2021-01-11,320000.000000,323500.000000,301000.000000,309000.000000,309000.000000,2765169
2021-01-12,305000.000000,308500.000000,292500.000000,304000.000000,304000.000000,1573299
2021-01-13,306000.000000,317500.000000,304000.000000,314000.000000,314000.000000,1894304
2021-01-14,318500.000000,326000.000000,314000.000000,318000.000000,318000.000000,1548585
2021-01-15,320500.000000,323000.000000,305500.000000,306000.000000,306000.000000,1106810
2021-01-18,304500.000000,308500.000000,300000.000000,300500.000000,300500.000000,864969
2021-01-19,303500.000000,310500.000000,299500.000000,308000.000000,308000.000000,880238
2021-01-20,313500.000000,313500.000000,302000.000000,308000.000000,308000.000000,885472
2021-01-21,316500.000000,326000.000000,316000.000000,322500.000000,322500.000000,1941446
2021-01-22,332000.000000,350000.000000,326000.000000,343500.000000,343500.000000,3303950
2021-01-25,349000.000000,353000.000000,340000.000000,349000.000000,349000.000000,1593848
2021-01-26,350500.000000,351000.000000,338000.000000,342000.000000,342000.000000,1247284
2021-01-27,347000.000000,352000.000000,339500.000000,341500.000000,341500.000000,1149246
2021-01-28,336000.000000,366000.000000,335000.000000,355000.000000,355000.000000,2285696
2021-01-29,362000.000000,362000.000000,340500.000000,343000.000000,343000.000000,1607894
2021-02-01,346500.000000,352500.000000,341500.000000,348000.000000,348000.000000,988630
2021-02-02,358000.000000,373000.000000,353000.000000,362500.000000,362500.000000,1951062
2021-02-03,366500.000000,371000.000000,361000.000000,370500.000000,370500.000000,1197680
2021-02-04,368000.000000,368500.000000,356000.000000,358000.000000,358000.000000,1160116
2021-02-05,363500.000000,371500.000000,356500.000000,362500.000000,362500.000000,982325
2021-02-08,361500.000000,364500.000000,357000.000000,357500.000000,357500.000000,712484
2021-02-09,359500.000000,362000.000000,355000.000000,358500.000000,358500.000000,667655
2021-02-10,365000.000000,368500.000000,359000.000000,366500.000000,366500.000000,1147417
2021-02-15,383500.000000,388000.000000,378000.000000,385500.000000,385500.000000,1172475
2021-02-16,391500.000000,405000.000000,390000.000000,394000.000000,394000.000000,1567108
2021-02-17,396500.000000,396500.000000,386000.000000,392000.000000,392000.000000,1161595
2021-02-18,391500.000000,400000.000000,386500.000000,388000.000000,388000.000000,1020222
2021-02-19,387000.000000,398500.000000,385500.000000,398000.000000,398000.000000,1047043
2021-02-22,400000.000000,405500.000000,384500.000000,386500.000000,386500.000000,1289395
2021-02-23,379000.000000,394500.000000,378500.000000,390500.000000,390500.000000,1017577
2021-02-24,389500.000000,391500.000000,374000.000000,374000.000000,374000.000000,1078485
2021-02-25,380500.000000,384500.000000,374500.000000,383000.000000,383000.000000,757476
2021-02-26,372000.000000,378500.000000,368500.000000,375000.000000,375000.000000,1170208
2021-03-02,389000.000000,390000.000000,375500.000000,377500.000000,377500.000000,1083001
